player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Toby Rudolf,Sharks,Rabbitohs,10,2026,Prop,32:00,0,0,8,81,34,0,0,0,0,0,4,8,0,2.57s,0,0,1,1,10,0.13,90.0,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21:24,10:50,see prior STATUS.md entries,2026-06-21,True
Briton Nikora,Sharks,Rabbitohs,10,2026,2nd Row,80:00,0,0,6,29,14,0,0,0,0,0,0,6,0,3.1s,0,0,2,2,9,0.33,91.89,34,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Teig Wilton,Sharks,Rabbitohs,10,2026,2nd Row,80:00,0,0,9,85,33,0,0,0,0,0,0,9,0,3.25s,0,0,0,2,11,0.22,94.23,49,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Cameron McInnes,Sharks,Rabbitohs,10,2026,Lock,41:00,0,0,9,70,20,3,0,0,0,0,0,7,0,2.95s,0,0,1,19,27,2.11,100.0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21:34,18:48,see prior STATUS.md entries,2026-06-21,True
Jesse Colquhoun,Sharks,Rabbitohs,10,2026,Interchange,35:00,0,0,11,104,34,0,0,0,0,0,1,10,0,3.18s,0,0,0,2,12,0.18,96.77,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:22,-,see prior STATUS.md entries,2026-06-21,True
Billy Burns,Sharks,Rabbitohs,10,2026,Interchange,43:00,0,0,11,98,37,0,0,0,0,0,2,9,0,2.75s,0,0,2,4,13,0.36,87.5,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:45,10:23,see prior STATUS.md entries,2026-06-21,True
Oregon Kaufusi,Sharks,Rabbitohs,10,2026,Interchange,18:00,0,0,5,44,20,0,0,0,0,0,0,5,0,2.72s,0,0,1,1,6,0.2,90.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:39,-,see prior STATUS.md entries,2026-06-21,True
Thomas Hazelton,Sharks,Rabbitohs,10,2026,Interchange,30:00,0,0,2,20,9,10,0,0,0,0,0,1,0,3.5s,0,0,0,2,4,1.0,100.0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29:57,-,see prior STATUS.md entries,2026-06-21,True
Hohepa Puru,Sharks,Rabbitohs,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Riley Jones,Sharks,Rabbitohs,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Hamiso Tabuai-Fidow,Dolphins,Bulldogs,10,2026,Fullback,80:00,0,0,11,101,25,48,0,1,1,0,5,1,0,3.74s,0,0,0,11,27,1.0,100.0,4,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jamayne Isaako,Dolphins,Bulldogs,10,2026,Winger,80:00,3,24,19,261,43,23,4,0,1,0,8,0,0,3.27s,0,0,1,8,25,0.42,83.33,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Bostock,Dolphins,Bulldogs,10,2026,Centre,80:00,1,4,14,184,48,0,0,2,1,0,5,0,0,4.03s,0,0,0,9,20,0.64,83.33,10,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Herbie Farnworth,Dolphins,Bulldogs,10,2026,Centre,80:00,0,0,17,137,50,0,0,0,0,0,4,4,0,3.34s,0,0,2,4,19,0.24,100.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Selwyn Cobbo,Dolphins,Bulldogs,10,2026,Winger,80:00,2,8,17,185,57,17,2,0,0,0,3,2,0,3.23s,0,0,1,1,18,0.06,100.0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Bradley Schneider,Dolphins,Bulldogs,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Isaiya Katoa,Dolphins,Bulldogs,10,2026,Halfback,80:00,0,0,2,18,8,0,0,1,1,0,0,0,0,2.32s,0,0,0,47,66,23.5,82.14,23,3,0,0,16,570,0,6,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Flegler,Dolphins,Bulldogs,10,2026,Prop,36:00,0,0,7,56,22,0,0,0,0,0,1,7,0,3.29s,0,0,0,0,7,,88.46,23,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,26:46,09:21,see prior STATUS.md entries,2026-06-21,True
Max Plath,Dolphins,Bulldogs,10,2026,Hooker,71:00,0,0,14,114,45,0,0,0,0,0,2,11,0,3.2s,1,2,0,53,65,3.79,97.22,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70:39,-,see prior STATUS.md entries,2026-06-21,True
Francis Molo,Dolphins,Bulldogs,10,2026,Prop,24:00,0,0,3,36,10,26,0,0,0,0,0,1,0,3.92s,0,0,0,0,3,,94.12,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23:45,-,see prior STATUS.md entries,2026-06-21,True
Connelly Lemuelu,Dolphins,Bulldogs,10,2026,2nd Row,75:00,0,0,10,94,30,0,1,0,0,0,3,10,0,3.91s,0,0,0,3,13,0.3,93.33,28,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75:13,-,see prior STATUS.md entries,2026-06-21,True
Kulikefu Finefeuiaki,Dolphins,Bulldogs,10,2026,2nd Row,79:00,0,0,12,109,47,0,0,0,0,0,4,12,0,3.7s,0,0,0,0,13,,87.88,29,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,79:00,-,see prior STATUS.md entries,2026-06-21,True
Morgan Knowles,Dolphins,Bulldogs,10,2026,Lock,46:00,0,0,7,64,31,0,0,0,0,0,0,7,0,2.7s,0,0,1,4,11,0.57,94.29,33,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29:57,15:53,see prior STATUS.md entries,2026-06-21,True
Ray Stone,Dolphins,Bulldogs,10,2026,Interchange,42:00,0,0,9,77,25,0,0,1,1,0,1,9,0,2.7s,0,0,0,1,10,0.11,95.83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:21,04:47,see prior STATUS.md entries,2026-06-21,True
Tom Gilbert,Dolphins,Bulldogs,10,2026,Interchange,36:00,0,0,14,123,39,31,0,0,0,0,0,11,0,3.29s,0,0,0,0,14,,92.86,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:53,-,see prior STATUS.md entries,2026-06-21,True
Felise Kaufusi,Dolphins,Bulldogs,10,2026,Interchange,20:00,0,0,6,42,13,11,0,0,0,0,0,5,0,2.54s,0,0,0,0,6,,87.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00,-,see prior STATUS.md entries,2026-06-21,True
Kodi Nikorima,Dolphins,Bulldogs,10,2026,Five-Eighth,80:00,1,4,8,61,10,0,1,3,2,0,2,0,0,3.02s,0,0,0,26,33,3.25,88.89,16,1,0,0,2,24,1,0,2,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jeremy Marshall-King,Dolphins,Bulldogs,10,2026,Interchange,50:00,1,4,5,38,20,0,1,0,0,0,2,0,0,2.68s,4,32,0,86,88,17.2,94.12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00,-,see prior STATUS.md entries,2026-06-21,True
Tevita Naufahu,Dolphins,Bulldogs,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Connor Tracey,Bulldogs,Dolphins,10,2026,Fullback,80:00,0,0,14,110,28,53,0,1,1,0,0,2,0,3.16s,0,0,1,12,24,0.86,25.0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jonathan Sua,Bulldogs,Dolphins,10,2026,Winger,80:00,0,0,13,132,49,37,0,0,0,0,1,0,0,3.52s,0,0,0,3,16,0.23,58.33,7,5,0,2,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Bronson Xerri,Bulldogs,Dolphins,10,2026,Centre,80:00,0,0,10,93,28,0,0,0,0,0,2,1,0,3.72s,0,0,0,3,12,0.3,81.25,13,3,0,0,1,16,0,0,1,0,0,1,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Stephen Crichton,Bulldogs,Dolphins,10,2026,Centre,80:00,1,8,7,86,36,0,1,0,0,0,0,0,0,3.54s,0,0,0,5,12,0.71,80.0,12,2,0,0,1,20,1,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Enari Tuala,Bulldogs,Dolphins,10,2026,Winger,80:00,0,0,12,156,58,54,0,0,0,0,0,0,0,3.22s,0,0,0,1,14,0.08,80.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Lachlan Galvin,Bulldogs,Dolphins,10,2026,Halfback,80:00,0,0,11,88,21,0,0,1,1,0,2,0,0,3.78s,0,0,1,36,50,3.27,92.86,26,2,0,0,6,141,1,2,2,2,2,0,1,2,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Samuel Hughes,Bulldogs,Dolphins,10,2026,Prop,36:00,0,0,11,99,51,0,0,0,0,0,2,11,0,3.04s,0,0,0,3,15,0.27,100.0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24:50,11:02,see prior STATUS.md entries,2026-06-21,True
Bailey Hayward,Bulldogs,Dolphins,10,2026,Hooker,73:00,0,0,2,8,3,0,0,0,0,0,0,0,0,3.4s,2,8,0,84,86,42.0,85.42,41,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,71:10,01:21,see prior STATUS.md entries,2026-06-21,True
Leo Thompson,Bulldogs,Dolphins,10,2026,Prop,56:00,0,0,15,124,55,24,0,0,0,0,4,13,0,3.39s,0,0,1,1,16,0.07,94.59,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:15,28:13,see prior STATUS.md entries,2026-06-21,True
Sitili Tupouniua,Bulldogs,Dolphins,10,2026,2nd Row,80:00,0,0,9,90,39,0,0,0,0,0,0,9,0,3.87s,0,0,1,1,11,0.11,89.36,42,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jacob Preston,Bulldogs,Dolphins,10,2026,2nd Row,70:00,0,0,10,113,49,0,1,0,0,0,2,10,0,3.15s,0,0,1,0,10,,91.43,32,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,70:00,-,see prior STATUS.md entries,2026-06-21,True
Jaeman Salmon,Bulldogs,Dolphins,10,2026,Lock,67:00,1,4,9,81,20,0,1,0,0,0,3,8,0,2.68s,0,0,0,22,28,2.44,89.74,35,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,49:06,18:02,see prior STATUS.md entries,2026-06-21,True
Alekolasimi Jones,Bulldogs,Dolphins,10,2026,Interchange,24:00,0,0,4,44,17,25,0,0,0,0,0,2,0,2.92s,0,0,0,0,4,,95.0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23:32,-,see prior STATUS.md entries,2026-06-21,True
Sean O'Sullivan,Bulldogs,Dolphins,10,2026,Five-Eighth,79:00,0,0,7,60,7,0,0,1,0,0,1,0,0,3.68s,0,0,0,39,45,5.57,86.36,19,3,0,0,5,195,0,1,0,1,0,2,0,0,0,0,78:39,-,see prior STATUS.md entries,2026-06-21,True
Harry Hayes,Bulldogs,Dolphins,10,2026,Interchange,44:00,0,0,6,58,28,0,0,0,0,0,0,6,0,3.18s,0,0,1,1,7,0.17,93.94,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44:08,-,see prior STATUS.md entries,2026-06-21,True
Josh Curran,Bulldogs,Dolphins,10,2026,Interchange,09:00,0,0,3,32,14,0,0,0,0,0,1,3,0,2.88s,0,0,0,2,5,0.67,100.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09:00,-,see prior STATUS.md entries,2026-06-21,True
Lipoi Hopoi,Bulldogs,Dolphins,10,2026,Interchange,13:00,0,0,1,3,0,0,0,0,0,0,0,1,0,3.32s,0,0,0,0,1,,92.86,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:52,-,see prior STATUS.md entries,2026-06-21,True
Jethro Rinakama,Bulldogs,Dolphins,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Logan Spinks,Bulldogs,Dolphins,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Clinton Gutherson,Dragons,Knights,10,2026,Fullback,80:00,0,0,8,77,31,0,0,0,1,0,2,0,0,3.63s,1,5,1,10,20,1.25,63.64,14,5,0,0,1,16,0,0,1,2,1,2,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Setu Tu,Dragons,Knights,10,2026,Winger,80:00,1,4,18,115,41,0,0,0,0,0,1,0,0,3.72s,0,0,3,3,26,0.17,37.5,3,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Valentine Holmes,Dragons,Knights,10,2026,Centre,80:00,0,2,11,88,28,0,0,0,0,0,2,0,0,3.61s,1,5,3,6,14,0.55,65.0,13,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Mathew Feagai,Dragons,Knights,10,2026,Winger,53:00,0,0,9,74,28,23,0,0,0,0,1,0,0,3.6s,0,0,0,2,11,0.22,66.67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52:44,-,see prior STATUS.md entries,2026-06-21,True
Kade Reed,Dragons,Knights,10,2026,Halfback,80:00,0,0,12,70,13,4,0,0,0,0,1,0,0,4.65s,0,0,0,41,60,3.42,85.71,18,3,0,1,14,434,0,4,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Emre Guler,Dragons,Knights,10,2026,Prop,35:00,0,0,5,45,17,0,0,0,0,0,0,5,0,3.12s,0,0,0,1,6,0.2,93.33,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:46,07:46,see prior STATUS.md entries,2026-06-21,True
Damien Cook,Dragons,Knights,10,2026,Hooker,80:00,0,0,6,57,11,0,0,0,0,0,1,0,0,3.82s,4,40,0,108,111,18.0,97.56,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Toby Couchman,Dragons,Knights,10,2026,Prop,63:00,0,0,13,131,48,0,0,0,0,0,2,13,0,3.37s,0,0,1,3,15,0.23,97.44,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63:07,-,see prior STATUS.md entries,2026-06-21,True
Dylan Egan,Dragons,Knights,10,2026,2nd Row,70:00,0,0,9,61,16,0,0,0,0,0,0,8,0,3.57s,0,0,1,2,10,0.22,93.94,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70:02,-,see prior STATUS.md entries,2026-06-21,True
Ryan Couchman,Dragons,Knights,10,2026,Interchange,65:00,0,0,18,172,72,0,0,0,0,0,3,17,0,3.44s,0,0,2,5,22,0.28,93.33,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65:00,-,see prior STATUS.md entries,2026-06-21,True
Hamish Stewart,Dragons,Knights,10,2026,Lock,80:00,1,4,10,86,38,0,0,0,0,0,1,10,0,3.09s,0,0,0,5,19,0.5,91.11,41,2,0,0,1,33,0,0,1,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Josh Kerr,Dragons,Knights,10,2026,2nd Row,35:00,0,0,8,67,18,21,0,0,0,0,2,6,0,2.52s,0,0,0,1,9,0.13,82.76,24,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14:53,20:29,see prior STATUS.md entries,2026-06-21,True
Loko Jnr Pasifiki Tonga,Dragons,Knights,10,2026,Interchange,35:00,0,0,11,120,59,16,0,0,0,0,0,10,0,2.98s,0,0,0,0,11,,96.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:59,09:58,see prior STATUS.md entries,2026-06-21,True
Blake Lawrie,Dragons,Knights,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jacob Halangahu,Dragons,Knights,10,2026,Interchange,17:00,0,0,4,33,15,0,0,0,0,0,0,4,0,3.36s,0,0,0,0,4,,83.33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:00,-,see prior STATUS.md entries,2026-06-21,True
Kyle Flanagan,Dragons,Knights,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Tyrell Sloan,Dragons,Knights,10,2026,Centre,80:00,0,0,15,100,23,61,0,0,0,0,4,0,0,3.95s,0,0,0,14,30,0.93,66.67,2,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Lyhkan King-Togia,Dragons,Knights,10,2026,Five-Eighth,80:00,0,0,6,28,8,0,0,0,1,0,0,0,0,2.68s,0,0,1,29,38,4.83,89.47,17,1,0,0,5,116,0,2,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Christian Tuipulotu,Dragons,Knights,10,2026,Interchange,27:00,0,0,8,85,36,13,0,0,0,0,1,0,0,2.81s,0,0,0,1,9,0.13,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:00,-,see prior STATUS.md entries,2026-06-21,True
Kalyn Ponga,Knights,Dragons,10,2026,Fullback,77:00,0,8,23,241,39,116,1,6,2,0,5,0,0,4.51s,1,2,3,21,41,0.91,50.0,1,1,0,2,7,186,0,2,1,0,0,0,0,0,0,0,76:52,-,see prior STATUS.md entries,2026-06-21,True
Dominic Young,Knights,Dragons,10,2026,Winger,80:00,2,8,21,287,47,4,5,0,0,0,3,2,0,4.25s,0,0,1,4,21,0.19,50.0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Dane Gagai,Knights,Dragons,10,2026,Centre,80:00,0,0,10,78,17,15,1,1,1,0,2,0,0,3.7s,0,0,0,7,17,0.7,66.67,14,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Bradman Best,Knights,Dragons,10,2026,Centre,80:00,1,4,12,197,37,0,0,3,3,0,2,1,0,3.88s,0,0,1,6,16,0.5,75.0,15,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Greg Marzhew,Knights,Dragons,10,2026,Winger,80:00,5,20,18,245,49,33,7,0,0,0,8,2,0,3.3s,1,2,1,2,19,0.11,66.67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Fletcher Sharpe,Knights,Dragons,10,2026,Five-Eighth,80:00,0,0,13,112,35,0,0,1,0,0,3,2,0,3.85s,3,36,0,41,50,3.15,85.71,18,1,0,0,1,20,0,1,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Dylan Brown,Knights,Dragons,10,2026,Halfback,68:00,0,0,14,133,42,0,0,0,0,0,1,2,0,4.04s,1,9,0,33,50,2.36,94.44,17,0,0,0,8,299,0,3,0,0,0,1,0,0,0,0,67:49,-,see prior STATUS.md entries,2026-06-21,True
Jacob Saifiti,Knights,Dragons,10,2026,Prop,62:00,0,0,14,139,54,16,0,0,0,0,2,13,0,3.51s,0,0,0,1,15,0.07,96.55,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27:47,33:54,see prior STATUS.md entries,2026-06-21,True
Phoenix Crossland,Knights,Dragons,10,2026,Hooker,58:00,0,0,2,15,2,0,0,0,0,0,0,0,0,3.04s,2,15,0,62,63,31.0,92.11,35,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,46:06,12:11,see prior STATUS.md entries,2026-06-21,True
Trey Mooney,Knights,Dragons,10,2026,Prop,47:00,0,0,9,94,25,60,0,0,0,0,2,5,0,4.75s,0,0,1,3,14,0.33,100.0,35,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,22:41,01:55,see prior STATUS.md entries,2026-06-21,True
Dylan Lucas,Knights,Dragons,10,2026,2nd Row,80:00,1,4,10,108,40,0,0,0,0,0,0,9,0,3.67s,0,0,0,2,12,0.2,91.67,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jermaine McEwen,Knights,Dragons,10,2026,2nd Row,78:00,0,0,15,136,57,0,0,1,1,0,4,14,0,3.44s,1,10,0,1,17,0.07,96.43,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,38:06,39:59,see prior STATUS.md entries,2026-06-21,True
Mat Croker,Knights,Dragons,10,2026,Lock,51:00,0,0,10,82,29,0,0,0,0,0,1,10,0,4.06s,0,0,0,8,18,0.8,100.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:51,14:42,see prior STATUS.md entries,2026-06-21,True
Sandon Smith,Knights,Dragons,10,2026,Interchange,44:00,0,0,2,10,6,0,0,0,0,0,0,1,0,4.08s,1,5,0,51,55,25.5,78.57,22,3,0,0,2,83,0,0,0,1,1,0,0,0,0,0,44:00,-,see prior STATUS.md entries,2026-06-21,True
Tyson Frizell,Knights,Dragons,10,2026,Interchange,42:00,0,0,8,80,39,0,0,0,0,0,1,8,0,3.44s,0,0,1,4,12,0.5,90.48,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42:37,-,see prior STATUS.md entries,2026-06-21,True
Pasami Saulo,Knights,Dragons,10,2026,Interchange,30:00,0,0,8,81,26,41,0,0,0,0,0,5,0,3.8s,0,0,1,1,9,0.13,86.67,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29:56,-,see prior STATUS.md entries,2026-06-21,True
Francis Manuleleua,Knights,Dragons,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Fletcher Hunt,Knights,Dragons,10,2026,Interchange,03:00,0,0,1,7,3,0,0,0,0,0,1,0,0,3.52s,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03:00,-,see prior STATUS.md entries,2026-06-21,True
Cody Hopwood,Knights,Dragons,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Scott Drinkwater,Cowboys,Eels,10,2026,Fullback,82:00,0,0,25,219,46,85,0,2,0,0,2,0,0,3.33s,3,35,1,34,58,1.36,90.0,9,1,0,2,3,60,0,1,1,2,2,2,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Braidon Burns,Cowboys,Eels,10,2026,Winger,82:00,0,0,23,207,83,15,0,1,0,0,4,1,0,3.52s,2,21,4,3,26,0.13,60.0,6,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Jaxon Purdue,Cowboys,Eels,10,2026,Centre,82:00,1,4,14,165,39,0,2,1,0,0,4,0,0,3.5s,3,56,1,10,26,0.71,77.27,17,4,0,0,0,0,0,0,0,2,2,1,1,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Tom Chester,Cowboys,Eels,10,2026,Centre,82:00,1,4,18,252,66,0,1,0,0,0,7,3,0,3.13s,1,12,0,2,21,0.11,85.71,12,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Zac Laybutt,Cowboys,Eels,10,2026,Winger,82:00,0,0,18,176,55,53,1,1,0,0,3,0,0,3.25s,1,4,0,5,24,0.28,100.0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Jake Clifford,Cowboys,Eels,10,2026,Five-Eighth,82:00,1,14,7,91,19,0,2,0,1,0,2,0,0,4.04s,1,8,0,16,31,2.29,88.0,22,3,0,0,8,305,0,3,0,3,2,0,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
Tom Dearden,Cowboys,Eels,10,2026,Halfback,81:00,0,0,14,149,34,0,1,3,4,0,3,2,0,3.97s,0,0,1,44,57,3.14,90.0,18,2,0,1,5,167,0,2,0,2,2,0,0,1,0,0,80:01,-,see prior STATUS.md entries,2026-06-21,True
Coen Hess,Cowboys,Eels,10,2026,Interchange,45:00,0,0,7,92,32,40,0,0,0,0,0,4,0,3.37s,0,0,0,0,7,,100.0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43:00,01:59,see prior STATUS.md entries,2026-06-21,True
Reed Mahoney,Cowboys,Eels,10,2026,Hooker,78:00,1,4,5,68,11,0,0,0,0,0,0,0,0,3.28s,4,50,0,75,80,15.0,91.53,54,4,0,0,1,61,0,0,0,0,0,1,0,1,0,0,49:08,29:11,see prior STATUS.md entries,2026-06-21,True
Jason Taumalolo,Cowboys,Eels,10,2026,Prop,48:00,0,0,11,123,45,12,0,0,0,0,7,10,0,3.4s,0,0,2,1,13,0.09,88.0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:05,23:30,see prior STATUS.md entries,2026-06-21,True
Heilum Luki,Cowboys,Eels,10,2026,2nd Row,82:00,1,4,7,94,24,0,2,0,0,0,3,7,0,3.35s,0,0,0,1,8,0.14,94.44,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82:00,-,see prior STATUS.md entries,2026-06-21,True
